,author,date,likes,views
1734,Madame Gandhi and Amber Galloway-Gallego,October 2018,7.7K,257K
1735,Douglas Rushkoff,September 2018,53K,1.7M
1736,Carla Harris,November 2018,139K,4.6M
1737,Nadjia Yousif,October 2018,52K,1.7M
1738,Pete Buttigieg,March 2015,3.8K,127K
1739,Darren Croft,December 2018,41K,1.3M
1740,J. Marshall Shepherd,March 2018,82K,2.7M
1741,Elizabeth Leane,December 2018,10K,340K
1742,Alan Crickmore,April 2018,45K,1.5M
1743,Christian Bailey,October 2018,208,6.9K
1744,Amy Nicole Baker,December 2018,75K,2.5M
1745,Renata di Tullio,November 2018,218,7.2K
1746,Ai-jen Poo,November 2018,56K,1.8M
1747,Balsher Singh Sidhu,December 2018,40K,1.3M
1748,Amy Herman,October 2018,24K,832K
1749,Jordan Wirfs-Brock,October 2016,1.2K,43K
1750,Dana Cowin,March 2015,866,28K
1751,Joe von Fischer,March 2017,233,7.7K
1752,John Sabraw,March 2017,366,12K
1753,Erez Yoeli,May 2018,73K,2.4M
1754,Daniel Finkel,December 2018,81K,2.7M
1755,Stacey Abrams,November 2018,197K,6.5M
1756,Iseult Gillespie,December 2018,30K,1M
1757,Chieh Huang,October 2018,68K,2.2M
1758,Dan Clay,December 2018,74K,2.4M
1759,Tarana Burke,November 2018,58K,1.9M
1760,Mia Nacamulli,November 2018,37K,1.2M
1761,Alejandro Chaskielberg,November 2018,389,12K
1762,Gabby Rivera,November 2018,44K,1.4M
1763,Alex Gendler,November 2018,67K,2.2M
1764,Chad Frischmann,September 2018,68K,2.2M
1765,Nita Farahany,November 2018,58K,1.9M
1766,Hayley Levitt,November 2018,23K,776K
1767,Floyd E. Romesberg,April 2018,52K,1.7M
1768,Aparna Mehta,July 2018,56K,1.8M
1769,Paul Rucker,April 2018,12K,431K
1770,David Cage,April 2018,22K,764K
1771,Sebastien de Halleux,October 2017,53K,1.7M
1772,Melvin Sanicas,November 2018,66K,2.2M
1773,Julia Dhar,October 2018,177K,5.9M
1774,Arindam Bhattacharya,October 2018,1.6K,55K
1775,Frank Müller-Pierstorff,October 2018,108,3.6K
1776,Viola Llewellyn,October 2018,1K,34K
1777,A. Dara Dotz,October 2018,259,8.6K
1778,Jim Whitehurst,October 2018,2.3K,77K
1779,François Candelon,October 2018,583,19K
1780,Alexander Belcredi,October 2018,49K,1.6M
1781,Jonathan Butterworth,November 2018,31K,1M
1782,Dawn Wacek,February 2018,52K,1.7M
1783,Teresa Bejan,October 2018,52K,1.7M
1784,Sana Amanat,March 2014,2.2K,74K
1785,Stan Lee,December 2013,10K,333K
1786,Michael Uslan,June 2017,322,10K
1787,G. Willow Wilson,November 2015,1.8K,61K
1788,Alex Gendler,November 2018,184K,6.1M
1789,Mark Robinson and Alex Gendler,November 2018,49K,1.6M
1790,A.J. Jacobs,June 2018,100K,3.3M
1791,Alex Edmans,May 2017,56K,1.8M
1792,Jason Jay,October 2018,315,10K
1793,Tamas Kocsis,September 2018,53K,1.7M
1794,Dan Finkel,November 2018,93K,3.1M
1795,Ashwini Bhandiwad,October 2018,1.3K,44K
1796,Michael Green,September 2018,54K,1.8M
1797,Mara Mintzer,November 2017,50K,1.6M
1798,Franklin Leonard,October 2017,51K,1.7M
1799,Rene Laufer,November 2018,18K,627K
1800,Özlem Cekic,September 2018,60K,2M
1801,Monica Palacio,September 2015,117,3.9K
1802,Elizabeth Cox,November 2018,69K,2.3M
1803,Suzie Sheehy,June 2018,56K,1.8M
1804,Julia Shaw,July 2018,52K,1.7M
1805,Rusha Modi,November 2018,46K,1.5M
1806,Dolly Chugh,October 2018,142K,4.7M
1807,Caroline Winterer,April 2017,1.1K,38K
1808,Brian Olson,June 2016,757,25K
1809,David Fleischer,October 2016,1.6K,53K
1810,Finn Lützow-Holm Myrstad,September 2018,60K,2M
1811,Graham Allison,September 2018,134K,4.4M
1812,Keith Eggener,October 2018,161K,5.3M
1813,Joan C. Williams,November 2017,1.3K,45K
1814,Fadi Chehadé and Bryn Freedman,September 2018,47K,1.5M
1815,Brian D. Avery,October 2018,66K,2.2M
1816,Lauren Esposito,October 2018,94,3.1K
1817,Rachel Wurzman,October 2017,57K,1.9M
1818,Shane Wickes,January 2016,1.4K,47K
1819,Alexis Jones,January 2017,32K,1M
1820,Charles C. Mann,April 2018,90K,3M
1821,A Tribe Called Red,April 2018,8.4K,280K
1822,Dennis Shasha,October 2018,96K,3.2M
1823,Elizabeth Streb,April 2018,45K,1.5M
1824,Darieth Chisolm,June 2018,55K,1.8M
1825,Henrietta Fore,September 2018,56K,1.8M
1826,Andrew Zimmerman Jones,October 2018,194K,6.4M
1827,Wanis Kabbaj,July 2018,50K,1.6M
1828,Bryan Kett,September 2018,1.1K,37K
1829,Leonora Neville,October 2018,44K,1.4M
1830,Vinay Shandal,October 2018,52K,1.7M
1831,Matt Russo,March 2018,53K,1.7M
1832,Gillian Gibb,October 2018,55K,1.8M
1833,Daniel Kraft,July 2018,55K,1.8M
1834,Johan Rockström,September 2018,54K,1.8M
1835,Congrui Jin,October 2018,43K,1.4M
1836,Faith Osier,April 2018,49K,1.6M
1837,Kate Darling,September 2018,90K,3M
1838,Iseult Gillespie,October 2018,25K,862K
1839,Juan Enriquez,April 2018,5.5K,183K
1840,David Lang,February 2018,45K,1.5M
1841,Chris A. Kniesly,October 2018,123K,4.1M
1842,Kelly Richmond Pope,April 2017,50K,1.6M
1843,Chip Conley,September 2018,80K,2.6M
1844,Rebecca Onie,July 2018,54K,1.8M
1845,David Korins,February 2018,53K,1.7M
1846,Daniel Finkel,October 2018,68K,2.2M
1847,Ashwini Anburajan,May 2018,57K,1.9M
1848,Alex Honnold,April 2018,337K,11M
1849,Mindy Fullilove,October 2017,403,13K
1850,Michel Dugon,September 2017,56K,1.8M
1851,Camille A. Brown,April 2018,6.1K,205K
1852,Magatte Wade,August 2017,18K,633K
1853,Joshua W. Pate,October 2018,22K,733K
1854,Melinda Briana Epler,June 2018,77K,2.5M
1855,Christine Porath,January 2018,96K,3.2M
1856,Iseult Gillespie,October 2018,22K,753K
1857,Kristie Overstreet,September 2017,52K,1.7M
1858,Hany Farid,June 2018,2.4K,80K
1859,David York,September 2015,1.9K,66K
1860,Elise Payzan-LeNestour,May 2016,1.4K,48K
1861,Elena Chavez Quezada,July 2017,248,8.2K
1862,Adam Carroll,April 2015,174K,5.8M
1863,Leila Seth,May 2015,30K,1M
1864,DeAndrea Salvador,April 2018,47K,1.5M
1865,Kim Preshoff,October 2018,19K,664K
1866,Liv Boeree,April 2018,107K,3.5M
1867,Bence Nanay,September 2018,13K,457K
1868,Isadora Kosofsky,April 2018,16K,548K
1869,Asali DeVan Ecclesiastes,November 2017,7.2K,242K
1870,Kym Worthy,July 2018,52K,1.7M
1871,Alex Gendler,September 2018,182K,6M
1872,Tracie Keesee,June 2018,42K,1.4M
1873,Daniel Finkel,September 2018,60K,2M
1874,Tommy McCall,April 2018,28K,947K
1875,Paolo Bortolameolli,April 2018,23K,785K
1876,Catherine Mohr,April 2018,53K,1.7M
1877,Luke Sital-Singh,April 2018,7.8K,263K
1878,Chip Colwell,July 2017,46K,1.5M
1879,Fabio Pacucci,September 2018,35K,1.1M
1880,Kaitlyn Sadtler,April 2018,73K,2.4M
1881,Niels van Namen,July 2018,53K,1.7M
1882,Kate Stone,April 2018,44K,1.4M
1883,Scott Peeples,September 2018,48K,1.6M
1884,Patrick Ferrucci,June 2018,1.2K,40K
1885,Sian Leah Beilock,November 2017,71K,2.3M
1886,Dan Kwartler,September 2018,142K,4.7M
1887,Simona Francese,April 2018,77K,2.5M
1888,The Soul Rebels,April 2018,6.1K,206K
1889,Tom Griffiths,June 2017,122K,4M
1890,Luhan Yang,April 2018,50K,1.6M
1891,Krishna Sudhir,September 2018,435K,14M
1892,Ghada Wali,August 2017,53K,1.7M
1893,Bob Woodward,October 2016,5.7K,190K
1894,Will MacAskill,April 2018,68K,2.2M
1895,Elise LeGrow,April 2018,9.4K,313K
1896,Alan Lupack,September 2018,69K,2.3M
1897,John Bidden,July 2018,122,4K
1898,Ruchi Shah,July 2018,366,12K
1899,Muslim Sahib,July 2018,171,5.7K
1900,Yue Xiu Lim,July 2018,181,6K
1901,Drew Humphreys,July 2018,909,30K
1902,Robin Hooker,July 2018,212,7K
1903,David Farrell,July 2018,1.6K,55K
1904,Derek Banta,July 2018,335,11K
1905,Ryan Martin,August 2018,4.7K,157K
1906,Benedetta Berti,April 2018,44K,1.4M
1907,Noa Kageyama and Pen-Pen Chen,May 2018,153K,5.1M
1908,Dan Kwartler,April 2018,149K,4.9M
1909,Emma Bryce,January 2018,113K,3.7M
1910,Alex Gendler,August 2017,59K,1.9M
1911,Ayana Elizabeth Johnson and Jennifer Jacquet,August 2017,39K,1.3M
1912,Elizabeth Waters,July 2017,26K,896K
1913,Brandon Rodriguez,June 2017,15K,525K
1914,Hector Lanz,April 2017,19K,661K
1915,Heba Shaheed,October 2016,262K,8.7M
1916,Emma Bryce,April 2016,105K,3.5M
1917,Katherine Hampsten,February 2016,51K,1.7M
1918,Noah Zandan,November 2014,543K,18M
1919,Damon Brown,June 2014,35K,1.1M
1920,Andrew Bastawrous,July 2018,44K,1.4M
1921,Peter Bohacek,November 2012,6.6K,220K
1922,Trevor Maber,October 2012,22K,737K
1923,Alex Gendler,September 2018,70K,2.3M
1924,Pierre Barreau,April 2018,46K,1.5M
1925,Mark Pollock and Simone George,April 2018,62K,2M
1926,Fred Krupp,April 2018,45K,1.5M
1927,Sajan Saini,September 2018,57K,1.9M
1928,Nikki Clifton,July 2018,47K,1.5M
1929,Nyle DiMarco,June 2018,8.8K,294K
1930,Ben Cort,November 2017,76K,2.5M
1931,Elizabeth Cox,September 2018,39K,1.3M
1932,Yale Fox,September 2016,20K,670K
1933,Antón García-Abril,November 2016,626,20K
1934,Kate Wagner,October 2016,11K,380K
1935,Gregg Garn,January 2017,252,8.4K
1936,Esther Sullivan,July 2017,762,25K
1937,Steve McCarroll,November 2017,47K,1.5M
1938,Tammy Lally,June 2017,67K,2.2M
1939,Sunni Patterson,November 2017,12K,403K
1940,Alexandra Sacks,May 2018,63K,2.1M
1941,Francisco Díez-Buzo,August 2018,94K,3.1M
1942,Halima Aden,June 2018,48K,1.6M
1943,Angel Hsu,April 2018,57K,1.9M
1944,Burçin Mutlu-Pakdil,April 2018,77K,2.5M
1945,Elizabeth Cox,August 2018,124K,4.1M
1946,Nora Atkinson,April 2018,14K,482K
1947,Dread Scott,April 2018,42K,1.4M
1948,Elizabeth Cawein,January 2018,42K,1.4M
1949,Mary Lou Jepsen,April 2018,25K,863K
1950,Tanya Khovanova,August 2018,113K,3.7M
1951,Leticia Gasca,June 2018,69K,2.3M
1952,Leticia Gasca,April 2018,926,30K
1953,Janet Stovall,July 2018,64K,2.1M
1954,Jessica Pryce,May 2018,40K,1.3M
1955,Mark Robinson,August 2018,20K,677K
1956,Stephen DeBerry,April 2018,50K,1.6M
1957,Chetna Gala Sinha,April 2018,49K,1.6M
1958, Yelle,June 2018,7.7K,259K
1959,Walter Hood,April 2018,44K,1.4M
1960,Hasini Jayatilaka,October 2017,55K,1.8M
1961,Puqun Li,August 2018,86K,2.8M
1962,DK Osseo-Asare,August 2017,40K,1.3M
1963,Mary Maker,June 2018,43K,1.4M
1964,Tina Seelig,June 2018,95K,3.1M
1965,Elizabeth Cox,August 2018,69K,2.3M
1966,Sydney Chaffee,November 2017,42K,1.4M
1967,Kai-Fu Lee,April 2018,121K,4M
1968,Mark Robinson,August 2018,76K,2.5M
1969,Dan Finkel,August 2018,104K,3.4M
1970,Shaylin Schundler,August 2018,48K,1.6M
1971,Hugo Mercier,July 2018,56K,1.8M
1972,Einav Zamir Dembin,July 2018,51K,1.7M
1973,Christoph Niemann,April 2018,92K,3M
1974,Ranveer Chandra,April 2018,2K,67K
1975,Bronwyn King,June 2017,99K,3.3M
1976,Janell Hobson,July 2018,44K,1.4M
1977,Supasorn Suwajanakorn,April 2018,64K,2.1M
1978,Christina Wallace,April 2018,74K,2.4M
1979,Ian Strange,June 2018,455,15K
1980,Pratik Shah,August 2017,49K,1.6M
1981,Lucy Marcil,April 2018,41K,1.3M
1982,Tamekia MizLadi Smith,April 2018,63K,2.1M
1983,Boy Girl Banjo,November 2017,9.3K,312K
1984,Ian Barnes,July 2018,1.1K,39K
1985,Eugenia Cheng,July 2018,17K,589K
1986,Elizabeth Cox,July 2018,163K,5.4M
1987,Stephen Webb,April 2018,185K,6.1M
1988,Pablo Santa Cruz,November 2013,1.4K,48K
1989,Karla Souza,March 2015,172K,5.7M
1990,Lucas Raspall,November 2016,3.9K,130K
1991,Daniel Molina,September 2015,6K,201K
1992,Juan López-Aranguren,September 2015,952,31K
1993,Gabriel Heras,September 2015,3.5K,118K
1994,Carmen Jiménez Borja,September 2017,1K,34K
1995,Néstor Guerra,May 2017,739,24K
1996,Alberto Garín,January 2015,601,20K
1997,Fernanda Castillo,May 2016,45K,1.5M
1998,Mikhail Zygar,April 2018,43K,1.4M
1999,Hernán Casciari,October 2016,30K,1M
2000,Alba Sotorra,November 2016,527,17K
2001,Kashmir Hill and Surya Mattu,April 2018,64K,2.1M
2002,Peta Greenfield & Alex Gendler,July 2018,52K,1.7M
2003,Julia Shaw,July 2018,2K,69K
2004,Rebeca Hwang,April 2018,56K,1.8M
2005,Rebeca Hwang,April 2018,1.8K,61K
2006,Francisco Samper,October 2017,1.3K,45K
2007,Will Marshall,April 2018,53K,1.7M
2008,Renzo Piano,April 2018,42K,1.4M
2009,Lili Haydn,April 2018,21K,726K
2010,Elizabeth White,February 2017,59K,1.9M
2011,José Américano N L F de Freitas,July 2018,29K,984K
2012,Dina Katabi,April 2018,48K,1.6M
2013,Dan Gibson,April 2018,46K,1.5M
2014,Dan Knights,November 2017,45K,1.5M
2015,Lina Marieth Hoyos,July 2018,42K,1.4M
2016,Kola Masha,August 2017,37K,1.2M
2017,Gary Liu,April 2018,58K,1.9M
2018,Rebecca Tarvin,July 2018,70K,2.3M
2019,Sophie Zadeh,July 2018,11K,368K
2020,Jakob Magolan,May 2017,56K,1.8M
2021,Jennifer Wilcox,April 2018,108K,3.6M
2022,Steve Boyes,April 2018,43K,1.4M
2023,Lindsay Malloy,November 2016,46K,1.5M
2024,Alison Ledgerwood,May 2013,187K,6.2M
2025,Keiichiro Hirano,September 2012,4.6K,156K
2026,Lizzie Velásquez,December 2013,382K,12M
2027,Emily Nagoski,January 2016,16K,549K
2028,Penny Chisholm,April 2018,45K,1.5M
2029,Rodin Lyasoff,April 2018,49K,1.6M
2030,Gordon Hamilton,June 2018,34K,1.1M
2031,Travis Rieder,October 2017,80K,2.6M
2032,Elizabeth Cox,June 2018,112K,3.7M
2033,Andrew Youn,April 2018,422,14K
2034,Karen J. Meech,April 2018,271K,9M
2035,Herminia Ibarra,May 2018,2.6K,87K
2036,Jackie Gartner-Schmidt,June 2018,7.7K,257K
2037,Ian Firth,April 2018,37K,1.2M
2038,Paul Rucker,April 2018,56K,1.8M
2039,Caroline Harper,April 2018,43K,1.4M
2040,Joelle Rabow Maletis,June 2018,71K,2.3M
2041,Vishaan Chakrabarti,April 2018,44K,1.4M
2042,James Bridle,April 2018,207K,6.9M
2043,Anna Rothschild,October 2016,41K,1.3M
2044,Tracey McNamara,April 2018,3.5K,118K
2045,Emma Bryce,June 2018,47K,1.5M
2046,Reed Hastings,April 2018,65K,2.1M
2047,Essam Daod,April 2018,44K,1.4M
2048,Douglas L. Oliver,June 2018,23K,787K
2049,Ann Curry,April 2018,1.1K,37K
2050,Poppy Crum,April 2018,51K,1.7M
2051,Frans de Waal,November 2017,110K,3.6M
2052,Adrienne Mayor,June 2018,82K,2.7M
2053,Gastón Acurio,April 2018,19K,657K
2054,Prosanta Chakrabarty,April 2018,129K,4.3M
2055,Katlego Kolanyane-Kesupile,August 2017,38K,1.2M
2056,Dr. Robert Talisse,March 2018,255,8.5K
2057,Dan Kwartler,June 2018,133K,4.4M
2058,Giada Gerboni,April 2018,45K,1.5M
2059,Max Tegmark,April 2018,44K,1.4M
2060,Sam Rodriques,November 2017,51K,1.7M
2061,Iseult Gillespie,June 2018,49K,1.6M
2062,Jason B. Rosenthal,April 2018,68K,2.2M
2063,Dan Finkel,June 2018,90K,3M
2064,Greg Gage,June 2018,20K,690K
2065,Greg Gage,June 2018,19K,634K
2066,Greg Gage,June 2018,12K,405K
2067,Greg Gage,June 2018,13K,444K
2068,Greg Gage,June 2018,31K,1M
2069,Greg Gage,June 2018,39K,1.3M
2070,John Doerr,April 2018,214K,7.1M
2071,Heidi M. Sosik,April 2018,43K,1.4M
2072,Sophie Scott,April 2018,1.8K,61K
2073,Olga Yurkova,April 2018,40K,1.3M
2074,Enric Sala,April 2018,598,19K
2075,Enric Sala,April 2018,39K,1.3M
2076,Yasmin Green,April 2018,85K,2.8M
2077,Stephen Trzeciak,April 2018,2.7K,90K
2078,Brett Hennig,May 2017,52K,1.7M
2079,Chera Kowalski,November 2017,39K,1.3M
2080,Oskar Eustis,April 2018,38K,1.2M
2081,Aaswath Raman,April 2018,65K,2.1M
2082,Lauren Pharr,March 2017,43K,1.4M
2083,tobacco brown,November 2017,40K,1.3M
2084,Raj Panjabi,April 2018,185,6.1K
2085,Hugh Herr,April 2018,66K,2.2M
2086,Anushka Naiknaware,November 2017,47K,1.5M
2087,Susan Emmett,August 2017,38K,1.2M
2088,Gene Luen Yang,November 2016,44K,1.4M
2089,Jeremy Forbes,December 2017,45K,1.5M
2090,Baroness Beeban Kidron,February 2016,383,12K
2091,Madhumita Murgia,April 2017,4.5K,150K
2092,Marta Peirano,September 2015,130K,4.3M
2093,Stefaan Verhulst,October 2016,154,5.1K
2094,Gaspard Koenig,September 2016,1.2K,41K
2095,Amy Edmondson,October 2017,85K,2.8M
2096,Emily Levine,April 2018,76K,2.5M
2097,Michael Hendryx,November 2017,36K,1.2M
2098,Stephen Trzeciak,April 2018,553,18K
2099,Kyle Quinn,February 2018,1K,34K
2100,Michael Rain,November 2017,37K,1.2M
2101,Ingrid Fetell Lee,April 2018,87K,2.9M
2102,Yuval Noah Harari,April 2018,135K,4.5M
2103,Helen Gillet,November 2017,14K,470K
2104,Nighat Dad,August 2017,36K,1.2M
2105,Robert Neuwirth,August 2017,39K,1.3M
2106,Kirsty Duncan,April 2018,40K,1.3M
2107,Rola Hallam,April 2018,36K,1.2M
2108,Sarah Montana,March 2018,26K,899K
2109,Kate Raworth,April 2018,131K,4.3M
2110,Emily Nagoski,April 2018,88K,2.9M
2111,Thandiswa Mazwai,August 2017,8.3K,279K
2112,LB Hannahs,April 2017,42K,1.4M
2113,Simone Giertz,April 2018,126K,4.2M
2114,Sarah Murray,December 2017,35K,1.1M
2115,Sarah Dudas,March 2018,2.1K,72K
2116,Erricka Bridgeford,October 2017,29K,979K
2117,Priya Vulchi and Winona Guo,November 2017,47K,1.5M
2118,Kevin Etter,September 2015,239,7.9K
2119,Frances Frei,April 2018,163K,5.4M
2120,Rébecca Kleinberger,November 2017,121K,4M
2121,Tania Douglas,August 2017,36K,1.2M
2122,Laura L. Dunn,April 2018,36K,1.2M
2123,John Amory,November 2017,34K,1.1M
2124,Eric Berridge,December 2017,40K,1.3M
2125,Steven Pinker,April 2018,132K,4.4M
2126,Dylan Marron,April 2018,106K,3.5M
2127,Qudus Onikeku and The QTribe,August 2017,5.5K,183K
2128,Glen Henry,October 2017,40K,1.3M
2129,Sarah Donnelly,December 2017,29K,996K
2130,Tracee Ellis Ross,April 2018,48K,1.6M
2131,Dayo Ogunyemi,August 2017,30K,1M
2132,Clemantine Wamariya,November 2017,33K,1.1M
2133,Gwynne Shotwell,April 2018,105K,3.5M
2134,Diane Wolk-Rogers,April 2018,74K,2.4M
2135,Zachary R. Wood,April 2018,123K,4.1M
2136,Nancy Rabalais,November 2017,38K,1.2M
2137,Mark Tyndall,November 2017,44K,1.4M
2138,Hannah Bürckstümmer,December 2017,42K,1.4M
2139,Yasin Kakande,April 2018,33K,1.1M
2140,Mother London,April 2018,421,14K
2141,Duncan Cowles,April 2018,202,6.7K
2142,"Aaron Duffy, Lake Buckley and Jack Foster",April 2018,374,12K
2143,Shane Griffin,April 2018,378,12K
2144,Robin Steinberg,April 2018,79K,2.6M
2145,Jaron Lanier,April 2018,104K,3.4M
2146,Malika Whitley,November 2017,31K,1M
2147,Lera Boroditsky,November 2017,507K,16M
2148,José Andrés,October 2017,32K,1M
2149,Tara Houska,November 2017,37K,1.2M
2150,Kasiva Mutua,August 2017,37K,1.2M
2151,Danny Hillis,April 2017,38K,1.2M
2152,Andrew Dent,November 2017,43K,1.4M
2153,Raj Panjabi,April 2018,579,19K
2154, JR,April 2018,452,15K
2155,Karen Armstrong,April 2018,826,27K
2156,Jamie Oliver,April 2018,1.4K,48K
2157,Sarah Parcak,April 2018,614,20K
2158,Drew Philp,November 2017,41K,1.3M
2159,Irina Kareva,December 2017,37K,1.2M
2160,Anika Hazra,April 2018,10K,340K
2161,Raphael Arar,December 2017,39K,1.3M
2162,Christian Picciolini,November 2017,134K,4.4M
2163,Judith Heumann,October 2016,36K,1.2M
2164,Leo Igwe,August 2017,38K,1.2M
2165,Ndidi Nwuneli,August 2017,28K,941K
2166,Graham Shaw,February 2015,1.1M,37M
2167,Ashley Graham,April 2015,131K,4.3M
2168,Sam Berns,October 2013,1.3M,43M
2169,Cal Newport,June 2016,273K,9.1M
2170,Mel Robbins,June 2011,855K,28M
2171,Mariana Atencio,April 2017,569K,18M
2172,Erica Stone,October 2016,30K,1M
2173,Mennat El Ghalid,August 2017,35K,1.1M
2174,Vikram Sharma,December 2017,37K,1.2M
2175,Matthias Müllenbeck,November 2017,46K,1.5M
2176,Amishi Jha,March 2017,155K,5.1M
2177, Sauti Sol,August 2017,10K,337K
2178,Eve Abrams,November 2017,30K,1M
2179,Vittorio Loreto,October 2017,48K,1.6M
2180,Soka Moses,November 2017,28K,941K
2181,Bob Stein,November 2017,37K,1.2M
2182,Liz Ogbu,November 2017,29K,982K
2183,Adong Judith,August 2017,30K,1M
2184,Chris Nowinski,November 2017,35K,1.1M
2185,Sally Kohn,November 2017,42K,1.4M
2186, Rei,October 2017,16K,563K
2187,Hadi Eldebek,December 2016,40K,1.3M
2188,Emma Rodero,February 2018,126K,4.2M
2189,Isabel Wilkerson,November 2017,80K,2.6M
2190,Margaret Gould Stewart,March 2018,13K,456K
2191,David Rockwell,March 2018,17K,572K
2192,Isaac Mizrahi,March 2018,17K,599K
2193,Paola Antonelli,March 2018,24K,821K
2194,Kyra Gaunt,March 2018,17K,568K
2195,Daniel Engber,March 2018,21K,715K
2196,Caroline Weaver,March 2018,41K,1.3M
2197,Michael Bierut,March 2018,39K,1.3M
2198,Daniel Susskind,December 2017,48K,1.6M
2199,Jacy Reese Anthis,February 2018,4.9K,165K
2200,Alvin Irby,November 2017,42K,1.4M
2201,Deanna Van Buren,November 2017,34K,1.1M
2202,Iké Udé,August 2017,8.3K,279K
2203,Sophie Andrews,November 2017,53K,1.7M
2204,WorkLife with Adam Grant,March 2018,1.4K,46K
2205,Musimbi Kanyoro,November 2017,39K,1.3M
2206,Simone Bianco and Tom Zimmerman,December 2017,34K,1.1M
2207,Naomi Klein,September 2017,79K,2.6M
2208,Kaustav Dey,November 2017,38K,1.2M
2209,Petter Johansson,November 2016,48K,1.6M
2210,Marc Bamuthi Joseph,August 2017,31K,1M
2211,Minda Dentler,November 2017,41K,1.3M
2212,Bill Bernat,November 2017,57K,1.9M
2213,Felice Belle and Jennifer Murphy,November 2017,29K,989K
2214,Shameem Akhtar,November 2017,43K,1.4M
2215,Dustin Schroeder,April 2017,30K,1M
2216,Shawn Martinbrough,October 2017,264,8.8K
2217,Wendy Suzuki,November 2017,426K,14M
2218,Chuck Nice,April 2017,29K,992K
2219,Raymond Tang,December 2017,126K,4.2M
2220,Ilona Stengel,December 2017,38K,1.2M
2221,Howard C. Stevenson,November 2017,77K,2.5M
2222,Tapiwa Chiwewe,December 2017,48K,1.6M
2223,Robert Hakiza,August 2017,28K,960K
2224,Tiffany Kagure Mugo and Siphumeze Khundayi,November 2017,43K,1.4M
2225,Nilay Kulkarni,January 2018,32K,1M
2226,Jason Shen,November 2017,139K,4.6M
2227,Margaret Mitchell,October 2017,36K,1.2M
2228,Tanya Menon,March 2017,68K,2.2M
2229,Amit Kalra,November 2017,37K,1.2M
2230,Rowan Fitzpatrick and Heart of Mind,December 2017,68,2.2K
2231,Shadé Zahrai and Aric Yegudkin,December 2017,1.1K,37K
2232,Will Jenkins,December 2017,413,13K
2233,Tomer Garzberg,December 2017,261,8.7K
2234,Rach Ranton,December 2017,398,13K
2235,Olivia Tyler,December 2017,1.3K,45K
2236,Michael Mieni,December 2017,320,10K
2237,Linda Zhang,December 2017,1.2K,42K
2238,Hayley Yeates,December 2017,3.4K,116K
2239,Alastair O'Neill,December 2017,383,12K
2240,Walé Oyéjidé,August 2017,27K,929K
2241,Dixon Chibanda,November 2017,92K,3M
2242,Nina Dølvik Brochmann and Ellen Støkken Dahl,May 2017,51K,1.7M
2243,Marco Alverà,October 2017,95K,3.1M
2244,The Holladay Brothers,November 2016,114,3.8K
2245,Tanmay Bakshi,December 2017,2.6K,89K
2246,Robin Hauser,December 2017,824,27K
2247,Rana Novack,December 2017,388,12K
2248,Phil Tetlow,December 2017,323,10K
2249,Natalie Gunn,December 2017,220,7.3K
2250, IN-Q,December 2017,818,27K
2251, The Ferocious Few,December 2017,79,2.6K
2252,Eleftheria Pissadaki,December 2017,199,6.6K
2253,Bruno Michel,December 2017,233,7.7K
2254,Adam Cutler,December 2017,292,9.7K
